Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
Order_No_7502,User_Id_1772,Bike,3,Personal,2,2,1:04:53 PM,2,2,1:05:17 PM,2,2,1:05:25 PM,2,2,1:17:38 PM,2,2,1:34:21 PM,5,20.9,,-1.2916556,36.8262516,-1.3175119,36.8058513,Rider_Id_726,1003
Order_No_957,User_Id_2310,Bike,1,Business,23,4,8:51:29 AM,23,4,8:52:03 AM,23,4,9:06:50 AM,23,4,9:12:17 AM,23,4,9:39:44 AM,11,15.6,,-1.3332749,36.8708147,-1.2859912,36.8756811,Rider_Id_281,1647
Order_No_18950,User_Id_2069,Bike,3,Business,27,4,2:31:07 PM,27,4,2:31:32 PM,27,4,2:40:07 PM,27,4,2:45:56 PM,27,4,2:57:41 PM,6,23.5,,-1.2296618,36.8438272,-1.2289110,36.881876,Rider_Id_845,705
Order_No_15978,User_Id_3226,Bike,3,Personal,16,2,10:43:49 AM,16,2,10:50:42 AM,16,2,11:00:11 AM,16,2,11:04:48 AM,16,2,11:14:36 AM,7,23.3,,-1.2669026,36.8445273,-1.2567464,36.7915273,Rider_Id_22,588
Order_No_20,User_Id_2412,Bike,3,Business,3,4,2:47:47 PM,3,4,2:48:10 PM,3,4,3:03:27 PM,3,4,3:08:17 PM,3,4,3:19:16 PM,3,26.1,,-1.2156006,36.8916865,-1.2285835,36.8826468,Rider_Id_854,659
Order_No_27206,User_Id_1958,Bike,3,Business,31,4,3:31:25 PM,31,4,3:51:32 PM,31,4,4:00:11 PM,31,4,4:03:45 PM,31,4,4:46:44 PM,23,28.9,,-1.3700383,36.9190174,-1.2551895,36.7822034,Rider_Id_813,2579
Order_No_13855,User_Id_2457,Bike,3,Business,23,4,2:43:29 PM,23,4,2:44:00 PM,23,4,2:44:09 PM,23,4,2:49:24 PM,23,4,3:01:12 PM,6,24.4,,-1.2551895,36.7822034,-1.2407027,36.7650043,Rider_Id_576,708
Order_No_8769,User_Id_3222,Bike,3,Business,25,1,11:59:18 AM,25,1,11:59:31 AM,25,1,11:59:43 AM,25,1,12:04:11 PM,25,1,12:11:52 PM,3,25.7,,-1.2551895,36.7822034,-1.2622145,36.8087391,Rider_Id_576,461
Order_No_20009,User_Id_2956,Bike,3,Business,29,3,4:51:47 PM,29,3,4:51:56 PM,29,3,5:06:26 PM,29,3,5:15:30 PM,29,3,5:37:25 PM,15,18.9,,-1.2297202,36.8819507,-1.2584143,36.8048002,Rider_Id_384,1315
Order_No_11322,User_Id_393,Bike,3,Business,4,1,8:28:29 AM,4,1,8:30:00 AM,4,1,8:46:07 AM,4,1,9:08:10 AM,4,1,9:22:14 AM,4,21.9,,-1.3167113,36.8301563,-1.3004062,36.829741,Rider_Id_378,844
Order_No_23796,User_Id_1280,Bike,3,Business,11,1,9:25:40 AM,11,1,9:26:10 AM,11,1,9:34:24 AM,11,1,9:43:04 AM,11,1,10:00:21 AM,4,21.1,,-1.2551895,36.7822034,-1.2768326,36.8073804,Rider_Id_245,1037
Order_No_2825,User_Id_3641,Bike,3,Business,23,4,12:16:26 PM,23,4,12:16:48 PM,23,4,1:09:22 PM,23,4,1:10:29 PM,23,4,1:22:28 PM,8,23.5,,-1.2831463,36.7636022,-1.2551895,36.7822034,Rider_Id_451,719
Order_No_4319,User_Id_3283,Bike,3,Business,16,3,3:23:14 PM,16,3,3:23:59 PM,16,3,3:33:42 PM,16,3,3:46:29 PM,16,3,3:57:35 PM,5,27.2,,-1.2600926,36.8088685,-1.2628473,36.781805,Rider_Id_46,666
Order_No_24870,User_Id_393,Bike,3,Business,11,2,11:12:50 AM,11,2,1:09:57 PM,11,2,1:10:29 PM,11,2,1:34:15 PM,11,2,2:07:44 PM,11,22.5,,-1.3228003,36.8306435,-1.2574219,36.7927073,Rider_Id_914,2009
Order_No_22747,User_Id_1500,Bike,3,Business,4,4,11:34:54 AM,4,4,11:36:39 AM,4,4,11:47:58 AM,4,4,11:50:00 AM,4,4,12:18:30 PM,10,25.3,,-1.2991441,36.7528804,-1.2638185,36.7930057,Rider_Id_933,1710
Order_No_23120,User_Id_136,Bike,3,Business,7,5,12:28:36 PM,7,5,12:29:47 PM,7,5,12:35:42 PM,7,5,12:41:07 PM,7,5,12:59:00 PM,2,,,-1.2654716,36.7983635,-1.2760462,36.8074697,Rider_Id_401,1073
Order_No_26396,User_Id_1798,Bike,3,Business,7,4,10:15:47 AM,7,4,10:17:40 AM,7,4,10:20:59 AM,7,4,10:31:38 AM,7,4,10:52:07 AM,6,19.6,,-1.2899256,36.815551,-1.2615888,36.7928732,Rider_Id_86,1229
Order_No_26884,User_Id_302,Bike,3,Business,5,6,3:33:36 PM,5,6,3:33:53 PM,5,6,3:39:10 PM,5,6,3:52:59 PM,5,6,4:00:44 PM,2,21.9,,-1.2649605,36.7981777,-1.2517571,36.8170267,Rider_Id_881,465
Order_No_2812,User_Id_1798,Bike,3,Business,11,4,4:00:53 PM,11,4,4:04:21 PM,11,4,4:16:32 PM,11,4,4:24:36 PM,11,4,4:42:02 PM,3,27.2,,-1.2696183,36.8021778,-1.2615888,36.7928732,Rider_Id_349,1046
Order_No_12925,User_Id_2919,Bike,1,Personal,11,1,7:59:27 AM,11,1,7:59:53 AM,11,1,8:13:01 AM,11,1,8:21:12 AM,11,1,8:39:08 AM,17,14.5,,-1.3047132,36.8089553,-1.3441051,36.8971273,Rider_Id_71,1076
Order_No_25901,User_Id_2982,Bike,3,Business,15,6,9:05:30 AM,15,6,9:05:41 AM,15,6,9:07:27 AM,15,6,9:33:37 AM,15,6,10:10:32 AM,11,16.6,,-1.3009210,36.828195,-1.3296956,36.87821,Rider_Id_2,2215
Order_No_25772,User_Id_3291,Bike,3,Business,24,5,4:28:50 PM,24,5,4:29:10 PM,24,5,4:45:04 PM,24,5,4:46:26 PM,24,5,4:51:34 PM,2,,,-1.2673935,36.8030328,-1.2600926,36.8088685,Rider_Id_857,308
Order_No_16513,User_Id_868,Bike,3,Business,5,3,8:55:19 AM,5,3,10:01:42 AM,5,3,10:13:32 AM,5,3,10:14:49 AM,5,3,10:52:43 AM,8,18.2,,-1.3035960,36.778378,-1.2657150,36.823815,Rider_Id_89,2274
Order_No_11189,User_Id_3331,Bike,1,Business,25,5,1:34:21 PM,25,5,1:35:35 PM,25,5,1:52:56 PM,25,5,2:05:04 PM,25,5,2:40:51 PM,12,23.6,,-1.2559560,36.789867,-1.3083777,36.8590077,Rider_Id_888,2147
Order_No_24680,User_Id_1329,Bike,3,Business,12,5,6:39:23 PM,12,5,6:40:36 PM,12,5,6:46:19 PM,12,5,6:51:46 PM,12,5,7:04:47 PM,6,26.6,,-1.2730560,36.811298,-1.2832105,36.7777664,Rider_Id_484,781
Order_No_16283,User_Id_3462,Bike,1,Personal,16,4,12:14:58 PM,16,4,12:15:19 PM,16,4,12:31:27 PM,16,4,12:34:15 PM,16,4,12:48:44 PM,5,14.7,,-1.2556830,36.813771,-1.2721028,36.7953485,Rider_Id_857,869
Order_No_17606,User_Id_190,Bike,3,Business,21,4,4:35:05 PM,21,4,4:35:11 PM,21,4,4:37:33 PM,21,4,4:41:45 PM,21,4,5:14:57 PM,16,28.3,,-1.2404310,36.8739331,-1.3270347,36.8667362,Rider_Id_910,1992
Order_No_14285,User_Id_2183,Bike,3,Business,5,1,10:43:54 AM,5,1,10:44:31 AM,5,1,11:25:19 AM,5,1,11:48:46 AM,5,1,12:15:02 PM,7,24.3,,-1.2551895,36.7822034,-1.2549476,36.8269576,Rider_Id_916,1576
Order_No_17891,User_Id_3621,Bike,3,Business,17,1,10:20:40 AM,17,1,10:21:01 AM,17,1,11:07:30 AM,17,1,11:08:40 AM,17,1,11:25:19 AM,5,25,,-1.2836583,36.7886014,-1.3041129,36.8104939,Rider_Id_844,999
Order_No_27047,User_Id_2523,Bike,3,Business,29,3,11:27:24 AM,29,3,11:27:41 AM,29,3,11:28:08 AM,29,3,11:33:19 AM,29,3,11:51:46 AM,8,,,-1.2551895,36.7822034,-1.2876155,36.7868444,Rider_Id_535,1107
Order_No_335,User_Id_1417,Bike,3,Business,2,4,4:11:26 PM,2,4,4:11:46 PM,2,4,4:25:23 PM,2,4,4:41:22 PM,2,4,4:56:18 PM,5,,,-1.2985749,36.8088,-1.2741728,36.7969108,Rider_Id_96,896
Order_No_10715,User_Id_3679,Bike,2,Personal,8,6,2:38:53 PM,8,6,2:39:00 PM,8,6,3:01:37 PM,8,6,3:14:11 PM,8,6,3:43:48 PM,17,24.8,,-1.2870003,36.8312206,-1.3662811,36.7542142,Rider_Id_414,1777
Order_No_13309,User_Id_695,Bike,1,Personal,27,5,2:41:48 PM,27,5,2:42:36 PM,27,5,2:51:44 PM,27,5,2:57:17 PM,27,5,3:35:37 PM,13,24.1,,-1.2029267,36.7877173,-1.2770826,36.8174088,Rider_Id_144,2300
Order_No_6296,User_Id_2957,Bike,3,Personal,27,3,12:13:29 PM,27,3,12:13:41 PM,27,3,12:16:24 PM,27,3,12:30:44 PM,27,3,12:53:10 PM,8,,,-1.3004311,36.7524273,-1.2633494,36.7959696,Rider_Id_327,1346
Order_No_109,User_Id_1482,Bike,3,Business,7,5,3:49:36 PM,7,5,4:18:38 PM,7,5,4:57:03 PM,7,5,5:24:30 PM,7,5,5:35:37 PM,4,22.9,,-1.3231725,36.8640177,-1.3385790,36.8963038,Rider_Id_48,667
Order_No_3660,User_Id_2656,Bike,2,Personal,5,6,10:11:12 AM,5,6,10:11:39 AM,5,6,10:54:28 AM,5,6,11:09:49 AM,5,6,11:44:40 AM,26,22.4,,-1.1874211,36.9286449,-1.2925505,36.7953715,Rider_Id_813,2091
Order_No_17380,User_Id_186,Bike,3,Business,17,3,8:51:03 AM,17,3,8:52:13 AM,17,3,9:09:40 AM,17,3,9:15:38 AM,17,3,9:28:57 AM,6,21.1,,-1.2890399,36.8164942,-1.2571472,36.7950633,Rider_Id_85,799
Order_No_19427,User_Id_84,Bike,3,Business,2,2,4:34:29 PM,2,2,4:36:37 PM,2,2,4:47:48 PM,2,2,5:02:56 PM,2,2,5:12:43 PM,3,28.3,,-1.2572951,36.79886,-1.2551895,36.7822034,Rider_Id_279,587
Order_No_1896,User_Id_733,Bike,3,Business,30,2,2:18:46 PM,30,2,2:22:03 PM,30,2,2:31:55 PM,30,2,2:42:25 PM,30,2,2:54:46 PM,5,,,-1.2551895,36.7822034,-1.2629461,36.7653137,Rider_Id_937,741
Order_No_9575,User_Id_2547,Bike,3,Business,22,2,10:19:55 AM,22,2,10:21:32 AM,22,2,10:31:37 AM,22,2,10:48:18 AM,22,2,11:09:56 AM,11,19.4,,-1.3028118,36.8174764,-1.3321944,36.8892329,Rider_Id_216,1298
Order_No_5592,User_Id_2941,Bike,1,Personal,9,2,9:12:24 AM,9,2,9:12:27 AM,9,2,9:18:08 AM,9,2,9:32:43 AM,9,2,9:56:23 AM,13,17.7,4,-1.2977387,36.8031447,-1.2288359,36.8492095,Rider_Id_829,1420
Order_No_3994,User_Id_517,Bike,3,Business,29,3,8:54:52 AM,29,3,8:55:54 AM,29,3,9:08:30 AM,29,3,9:24:31 AM,29,3,9:35:52 AM,11,17.7,,-1.3228003,36.8306435,-1.2638185,36.7930057,Rider_Id_706,681
Order_No_17694,User_Id_1392,Bike,3,Business,13,1,3:36:41 PM,13,1,4:34:37 PM,13,1,5:27:19 PM,13,1,5:35:24 PM,13,1,5:55:55 PM,8,,,-1.2551895,36.7822034,-1.3050332,36.8100437,Rider_Id_716,1231
Order_No_9055,User_Id_627,Bike,3,Business,24,3,1:57:02 PM,24,3,1:58:13 PM,24,3,2:08:13 PM,24,3,2:20:49 PM,24,3,3:08:44 PM,11,,,-1.2571472,36.7950633,-1.2416156,36.8736721,Rider_Id_24,2875
Order_No_6831,User_Id_2112,Bike,3,Business,2,2,1:25:12 PM,2,2,1:28:07 PM,2,2,1:30:55 PM,2,2,1:40:40 PM,2,2,2:01:18 PM,13,26.3,,-1.2872899,36.820434,-1.2156006,36.8916865,Rider_Id_648,1238
Order_No_27323,User_Id_3635,Bike,1,Business,28,2,9:21:40 AM,28,2,9:25:29 AM,28,2,9:35:31 AM,28,2,9:57:04 AM,28,2,10:05:57 AM,7,16.1,51.1,-1.2258900,36.7822548,-1.2253220,36.80855,Rider_Id_882,533
Order_No_12969,User_Id_3437,Bike,1,Personal,18,3,3:50:27 PM,18,3,3:50:35 PM,18,3,3:58:51 PM,18,3,4:03:50 PM,18,3,4:19:03 PM,3,20.9,,-1.2627937,36.8156957,-1.2733004,36.7943468,Rider_Id_616,913
Order_No_7957,User_Id_53,Bike,3,Business,2,6,9:42:33 AM,2,6,9:43:06 AM,2,6,9:43:16 AM,2,6,9:57:10 AM,2,6,10:15:42 AM,8,20.9,,-1.3167113,36.8301563,-1.2770708,36.8231093,Rider_Id_842,1112
Order_No_24438,User_Id_478,Bike,3,Business,2,4,3:33:54 PM,2,4,3:34:28 PM,2,4,3:44:33 PM,2,4,3:56:58 PM,2,4,4:07:26 PM,3,,,-1.2617028,36.7983849,-1.2551895,36.7822034,Rider_Id_660,628
Order_No_1808,User_Id_3547,Bike,3,Business,31,4,9:47:01 AM,31,4,9:47:11 AM,31,4,10:37:52 AM,31,4,10:39:59 AM,31,4,11:21:25 AM,18,26.4,,-1.2856319,36.7672998,-1.3194518,36.869396,Rider_Id_362,2486
Order_No_3437,User_Id_3621,Bike,3,Business,31,3,2:18:22 PM,31,3,2:18:46 PM,31,3,2:29:12 PM,31,3,2:30:36 PM,31,3,2:49:26 PM,5,26.9,,-1.2836583,36.7886014,-1.2810889,36.8247135,Rider_Id_634,1130
Order_No_26445,User_Id_1644,Bike,1,Personal,14,5,12:23:26 PM,14,5,12:23:45 PM,14,5,12:29:06 PM,14,5,12:46:16 PM,14,5,12:59:10 PM,8,24.2,,-1.2850851,36.82176,-1.2551895,36.7822034,Rider_Id_124,774
Order_No_17029,User_Id_1327,Bike,3,Personal,21,5,1:18:32 PM,21,5,1:20:13 PM,21,5,1:24:48 PM,21,5,1:26:02 PM,21,5,1:57:51 PM,8,22.7,,-1.2615518,36.7889052,-1.2924639,36.7795798,Rider_Id_866,1909
Order_No_9148,User_Id_3547,Bike,3,Business,7,2,10:39:52 AM,7,2,10:40:26 AM,7,2,11:11:59 AM,7,2,11:48:44 AM,7,2,12:43:33 PM,11,,,-1.2789560,36.8375411,-1.2761408,36.7710839,Rider_Id_790,3289
Order_No_4349,User_Id_2330,Bike,3,Business,31,5,1:35:38 PM,31,5,3:08:26 PM,31,5,3:10:41 PM,31,5,3:31:58 PM,31,5,3:50:21 PM,9,24.9,,-1.2124582,36.802894,-1.2645318,36.7981775,Rider_Id_7,1103
Order_No_5069,User_Id_1642,Bike,3,Business,8,3,2:31:11 PM,8,3,2:31:52 PM,8,3,2:56:15 PM,8,3,2:59:04 PM,8,3,3:18:06 PM,5,,,-1.2728069,36.7962362,-1.2684816,36.8085622,Rider_Id_422,1142
Order_No_22249,User_Id_868,Bike,3,Business,10,3,9:41:47 AM,10,3,9:41:55 AM,10,3,9:44:37 AM,10,3,10:26:00 AM,10,3,10:35:23 AM,4,22,,-1.2600926,36.8088685,-1.2657150,36.823815,Rider_Id_205,563
Order_No_24349,User_Id_3647,Bike,3,Business,7,2,1:07:47 PM,7,2,1:08:14 PM,7,2,1:16:00 PM,7,2,1:23:30 PM,7,2,1:39:03 PM,5,23.3,,-1.2795796,36.819062,-1.2726390,36.794723,Rider_Id_414,933
Order_No_6910,User_Id_2388,Bike,2,Personal,16,4,11:39:42 AM,16,4,11:40:03 AM,16,4,11:51:19 AM,16,4,11:58:10 AM,16,4,12:54:17 PM,12,14.5,,-1.2885364,36.7995016,-1.3192808,36.7121888,Rider_Id_234,3367
Order_No_23439,User_Id_1329,Bike,3,Business,5,2,11:30:05 AM,5,2,11:33:18 AM,5,2,11:41:00 AM,5,2,11:42:40 AM,5,2,12:04:29 PM,6,21.3,,-1.2730560,36.811298,-1.2951297,36.8335521,Rider_Id_808,1309
Order_No_1139,User_Id_3091,Bike,3,Business,10,4,4:59:35 PM,10,4,4:59:59 PM,10,4,5:03:53 PM,10,4,5:09:52 PM,10,4,5:24:36 PM,3,23.5,,-1.3012008,36.764868,-1.2765492,36.7669809,Rider_Id_436,884
Order_No_11227,User_Id_1244,Bike,3,Business,15,2,10:20:06 AM,15,2,10:21:13 AM,15,2,10:30:19 AM,15,2,10:38:30 AM,15,2,10:57:54 AM,6,24.1,,-1.2628473,36.781805,-1.3035960,36.778378,Rider_Id_279,1164
Order_No_27624,User_Id_3239,Bike,3,Personal,7,1,10:41:28 AM,7,1,10:49:27 AM,7,1,10:59:38 AM,7,1,11:16:13 AM,7,1,11:51:30 AM,6,21.5,,-1.2761540,36.8224165,-1.3146122,36.8322723,Rider_Id_742,2117
Order_No_1886,User_Id_3326,Bike,3,Business,27,3,2:03:31 PM,27,3,2:03:44 PM,27,3,2:14:31 PM,27,3,2:31:57 PM,27,3,3:38:54 PM,22,29.5,,-1.2551895,36.7822034,-1.3190102,36.9230693,Rider_Id_177,4017
Order_No_18541,User_Id_111,Bike,3,Business,12,3,1:40:54 PM,12,3,1:43:00 PM,12,3,1:43:47 PM,12,3,1:50:15 PM,12,3,2:08:03 PM,4,20.8,,-1.2551895,36.7822034,-1.2707177,36.8009828,Rider_Id_827,1068
Order_No_18402,User_Id_2763,Bike,3,Business,13,4,1:16:38 PM,13,4,1:17:21 PM,13,4,1:23:44 PM,13,4,1:27:29 PM,13,4,1:50:45 PM,7,22.2,,-1.2551895,36.7822034,-1.2885417,36.8100523,Rider_Id_709,1396
Order_No_4412,User_Id_2190,Bike,3,Business,27,1,3:02:24 PM,27,1,3:03:36 PM,27,1,3:18:11 PM,27,1,3:26:05 PM,27,1,3:43:30 PM,7,23.2,,-1.3019530,36.788458,-1.3020880,36.831162,Rider_Id_826,1045
Order_No_1094,User_Id_2079,Bike,3,Personal,25,5,9:12:06 AM,25,5,9:12:55 AM,25,5,9:15:55 AM,25,5,9:18:00 AM,25,5,10:03:21 AM,22,20.7,,-1.2681004,36.7952081,-1.3331480,36.922453,Rider_Id_620,2721
Order_No_7023,User_Id_3560,Bike,3,Business,23,6,11:57:35 AM,23,6,11:57:56 AM,23,6,11:58:54 AM,23,6,12:07:44 PM,23,6,12:07:59 PM,1,26.4,,-1.2887800,36.8168312,-1.2793950,36.825364,Rider_Id_101,15
Order_No_9735,User_Id_1578,Bike,3,Business,10,4,1:10:36 PM,10,4,1:15:18 PM,10,4,1:41:05 PM,10,4,1:59:02 PM,10,4,3:05:17 PM,10,21.8,0.9,-1.2765736,36.8513646,-1.2559560,36.789867,Rider_Id_248,3975
Order_No_21512,User_Id_1341,Bike,3,Business,30,4,10:35:26 AM,30,4,10:36:00 AM,30,4,10:47:00 AM,30,4,11:08:21 AM,30,4,11:20:45 AM,7,,,-1.3180620,36.849326,-1.3316190,36.847976,Rider_Id_875,744
Order_No_14814,User_Id_1402,Bike,3,Business,9,2,11:37:56 AM,9,2,12:57:24 PM,9,2,1:26:26 PM,9,2,1:36:13 PM,9,2,2:40:40 PM,7,30.5,,-1.2813012,36.8323962,-1.3024388,36.859699,Rider_Id_709,3867
Order_No_10964,User_Id_2066,Bike,3,Business,13,1,10:55:21 AM,13,1,10:56:24 AM,13,1,11:08:19 AM,13,1,11:11:50 AM,13,1,11:36:04 AM,12,,,-1.2502493,36.7923169,-1.3210189,36.8410551,Rider_Id_205,1454
Order_No_12604,User_Id_1209,Bike,3,Business,28,1,4:06:56 PM,28,1,4:49:19 PM,28,1,4:49:24 PM,28,1,4:56:52 PM,28,1,5:24:19 PM,12,25.3,,-1.2991441,36.7528804,-1.3004062,36.829741,Rider_Id_523,1647
Order_No_20720,User_Id_1450,Bike,3,Personal,4,1,11:54:11 AM,4,1,12:05:34 PM,4,1,12:52:49 PM,4,1,1:18:00 PM,4,1,1:49:38 PM,9,20.8,,-1.2807530,36.8191175,-1.2912918,36.758141,Rider_Id_929,1898
Order_No_15982,User_Id_2596,Bike,3,Business,11,5,11:10:20 AM,11,5,11:11:20 AM,11,5,11:21:36 AM,11,5,11:37:32 AM,11,5,12:08:16 PM,12,21,,-1.3053135,36.8605848,-1.2963097,36.7688221,Rider_Id_281,1844
Order_No_4436,User_Id_1721,Bike,3,Business,6,4,2:56:37 PM,6,4,2:57:40 PM,6,4,3:00:41 PM,6,4,3:03:57 PM,6,4,3:29:38 PM,9,21.5,,-1.2551895,36.7822034,-1.2972988,36.7894461,Rider_Id_16,1541
Order_No_11613,User_Id_2582,Bike,3,Business,16,4,4:21:46 PM,16,4,4:22:01 PM,16,4,4:24:21 PM,16,4,4:28:08 PM,16,4,5:00:02 PM,18,,,-1.2551895,36.7822034,-1.3343129,36.8854175,Rider_Id_931,1914
Order_No_13888,User_Id_2454,Bike,3,Business,5,6,4:41:55 PM,5,6,4:44:07 PM,5,6,4:49:05 PM,5,6,4:56:14 PM,5,6,5:02:59 PM,2,21.9,,-1.2993231,36.7753372,-1.2863547,36.7895376,Rider_Id_649,405
Order_No_13436,User_Id_1724,Bike,3,Business,11,4,9:03:25 AM,11,4,9:04:32 AM,11,4,9:08:56 AM,11,4,9:30:19 AM,11,4,9:42:07 AM,5,22,,-1.2571472,36.7950633,-1.2860670,36.8146155,Rider_Id_953,708
Order_No_24158,User_Id_3354,Bike,3,Business,29,4,2:40:11 PM,29,4,2:49:13 PM,29,4,3:03:06 PM,29,4,3:10:45 PM,29,4,3:34:14 PM,9,24.8,,-1.3004846,36.7901591,-1.2571472,36.7950633,Rider_Id_50,1409
Order_No_4494,User_Id_816,Bike,3,Business,15,4,9:40:00 AM,15,4,9:41:00 AM,15,4,9:53:43 AM,15,4,9:58:54 AM,15,4,10:24:17 AM,5,19.7,,-1.2908940,36.822971,-1.2596970,36.800802,Rider_Id_81,1523
Order_No_15125,User_Id_1752,Bike,2,Personal,22,3,3:08:45 PM,22,3,3:09:48 PM,22,3,3:18:17 PM,22,3,3:24:22 PM,22,3,4:05:10 PM,20,25.9,,-1.2989758,36.7753577,-1.2191053,36.8995881,Rider_Id_334,2448
Order_No_26520,User_Id_972,Bike,3,Business,7,3,8:27:11 AM,7,3,8:28:05 AM,7,3,8:37:12 AM,7,3,8:39:40 AM,7,3,9:01:23 AM,10,,,-1.2862820,36.8217484,-1.2844303,36.8781656,Rider_Id_235,1303
Order_No_26249,User_Id_1693,Bike,3,Business,15,5,10:33:15 AM,15,5,10:35:15 AM,15,5,10:36:00 AM,15,5,10:42:53 AM,15,5,10:58:18 AM,7,25.7,,-1.2993714,36.8196974,-1.2574088,36.799712,Rider_Id_178,925
Order_No_18096,User_Id_3647,Bike,3,Business,30,4,4:01:19 PM,30,4,4:01:26 PM,30,4,4:03:08 PM,30,4,4:21:15 PM,30,4,5:12:20 PM,18,21,,-1.2726390,36.794723,-1.1771233,36.7608016,Rider_Id_720,3065
Order_No_14212,User_Id_1882,Bike,3,Business,5,6,4:52:08 PM,5,6,4:52:21 PM,5,6,5:06:14 PM,5,6,5:28:34 PM,5,6,5:41:01 PM,7,22,,-1.2958783,36.7928125,-1.2588775,36.8079744,Rider_Id_427,747
Order_No_14510,User_Id_3560,Bike,3,Business,23,6,11:57:59 AM,23,6,12:00:06 PM,23,6,12:09:14 PM,23,6,12:15:44 PM,23,6,12:37:23 PM,5,26.4,,-1.2584143,36.8048002,-1.2793950,36.825364,Rider_Id_436,1299
Order_No_3549,User_Id_393,Bike,3,Business,8,5,2:23:07 PM,8,5,2:55:41 PM,8,5,3:01:51 PM,8,5,3:04:40 PM,8,5,3:43:34 PM,14,21.3,,-1.3177547,36.8303703,-1.3063780,36.7519845,Rider_Id_294,2334
Order_No_6767,User_Id_2457,Bike,3,Business,8,4,2:40:04 PM,8,4,2:40:52 PM,8,4,2:41:47 PM,8,4,2:54:29 PM,8,4,3:03:33 PM,3,27.1,,-1.2551895,36.7822034,-1.2599190,36.808244,Rider_Id_40,544
Order_No_20475,User_Id_635,Bike,3,Business,23,3,2:56:22 PM,23,3,2:57:21 PM,23,3,3:13:30 PM,23,3,3:29:18 PM,23,3,3:50:10 PM,6,27.4,,-1.3081376,36.8329772,-1.3229345,36.8566974,Rider_Id_332,1252
Order_No_18921,User_Id_2454,Bike,3,Business,23,2,9:42:31 AM,23,2,9:42:44 AM,23,2,9:50:12 AM,23,2,9:58:23 AM,23,2,10:10:18 AM,5,,,-1.3090343,36.7662134,-1.2942023,36.7958179,Rider_Id_306,715
Order_No_5683,User_Id_3432,Bike,3,Business,11,2,8:45:56 AM,11,2,8:47:14 AM,11,2,9:19:52 AM,11,2,9:27:32 AM,11,2,9:42:17 AM,7,16.4,43,-1.2672588,36.8000252,-1.2941024,36.79578,Rider_Id_676,885
Order_No_20050,User_Id_635,Bike,3,Business,21,2,1:17:41 PM,21,2,1:26:55 PM,21,2,1:35:48 PM,21,2,2:01:00 PM,21,2,2:19:56 PM,10,24.8,,-1.3081376,36.8329772,-1.2602337,36.7990548,Rider_Id_591,1136
Order_No_20490,User_Id_1066,Bike,1,Personal,13,3,2:56:00 PM,13,3,2:57:33 PM,13,3,3:14:45 PM,13,3,4:13:32 PM,13,3,4:35:44 PM,9,23.5,,-1.3038460,36.779483,-1.2579304,36.8019667,Rider_Id_474,1332
Order_No_22565,User_Id_2801,Bike,3,Business,8,3,10:10:52 AM,8,3,10:15:22 AM,8,3,10:42:45 AM,8,3,10:47:34 AM,8,3,11:01:31 AM,7,,,-1.2879652,36.8203441,-1.2674274,36.7870827,Rider_Id_341,837
Order_No_26919,User_Id_2279,Bike,3,Business,22,3,10:57:39 AM,22,3,10:59:01 AM,22,3,11:09:55 AM,22,3,11:14:46 AM,22,3,11:32:32 AM,7,23.2,,-1.2897368,36.8226783,-1.2571472,36.7950633,Rider_Id_119,1066
Order_No_3714,User_Id_635,Bike,3,Business,5,4,8:26:53 AM,5,4,8:27:22 AM,5,4,8:32:26 AM,5,4,8:40:13 AM,5,4,8:56:46 AM,6,,,-1.2599563,36.7993439,-1.2987976,36.829477,Rider_Id_726,993
Order_No_26739,User_Id_2344,Bike,3,Business,21,3,12:33:41 PM,21,3,12:37:48 PM,21,3,12:43:37 PM,21,3,12:55:21 PM,21,3,1:59:38 PM,4,21.9,,-1.2571472,36.7950633,-1.2853240,36.812901,Rider_Id_265,3857
Order_No_8872,User_Id_2883,Bike,2,Personal,18,2,11:32:07 AM,18,2,11:32:17 AM,18,2,11:38:01 AM,18,2,11:39:08 AM,18,2,11:49:26 AM,4,22.5,,-1.2847099,36.7722345,-1.2854174,36.7951152,Rider_Id_726,618
Order_No_24295,User_Id_3599,Bike,3,Business,7,5,12:01:48 PM,7,5,12:02:50 PM,7,5,12:12:47 PM,7,5,12:22:00 PM,7,5,12:42:57 PM,5,,,-1.3302996,36.8707935,-1.3308323,36.8840398,Rider_Id_675,1257
Order_No_26410,User_Id_2583,Bike,3,Personal,24,3,4:16:01 PM,24,3,4:17:15 PM,24,3,4:27:32 PM,24,3,4:32:59 PM,24,3,5:04:07 PM,17,,,-1.2607569,36.7747575,-1.2091559,36.7753704,Rider_Id_245,1868
